Cell	nCount_RNA	nFeature_RNA	Cluster
SRR7753497	241821	5502	6
SRR5967979	227772	2706	7
SRR5967561	434663	3622	1
SRR5968335	1333	285	2
SRR5968477	11341	2158	5
SRR5968871	276374	4571	4
SRR5961460	553654	3529	1
SRR5968823	5199	794	2
SRR5967782	603628	4247	1
SRR5961268	69802	3058	8
SRR5964761	3168	604	0
SRR7751249	122699	1326	2
SRR5960887	1274611	8565	11
SRR5964698	14662	1267	0
SRR5968382	4390	842	2
SRR5965088	10989	976	0
SRR7753485	6239	1489	6
SRR5960695	200179	5018	3
SRR5960719	1311127	7130	3
SRR5968966	345629	4203	4
SRR5969060	179663	3106	4
SRR7753523	12554	2243	6
SRR5961131	818513	6169	8
SRR5968027	390160	3953	7
SRR5967759	487652	3893	1
SRR5961092	505361	6251	8
SRR5960724	1570258	6902	3
SRR5968810	2466	520	2
SRR5964965	2506	600	0
SRR7753762	15709	2427	6
SRR5961403	544881	3813	1
SRR5968212	27359	1405	7
SRR5968614	2524	654	2
SRR5961100	86459	4094	11
SRR5968974	401374	5021	4
SRR5968870	484899	5569	4
SRR5967983	365293	3487	7
SRR5968773	3619	1335	5
SRR5967914	1273542	4187	1
SRR5968741	8183	989	2
SRR5964844	5579	793	0
SRR5967952	886964	5221	1
SRR5968740	17193	1275	2
SRR5968593	8470	1060	2
SRR7751244	3276	225	2
SRR5967850	736349	2811	1
SRR5968460	89169	2294	2
SRR5967707	429445	3599	1
SRR5967772	599504	2426	1
SRR5968414	24343	1547	2
SRR5960813	200730	3814	8
SRR5968887	159088	4004	4
SRR7753506	631881	6427	6
SRR5968045	95535	2047	7
SRR5967753	1228362	3109	1
SRR5968500	6178	875	2
SRR5968035	257342	3105	7
SRR5968994	957192	5878	4
SRR7751034	98152	1325	2
SRR5965125	14781	1315	0
SRR5969042	133868	3681	4
SRR7753560	27684	3026	6
SRR7751065	6575	260	2
SRR5964715	10380	1120	0
SRR7753801	325114	5878	6
SRR5960896	244710	5116	8
SRR7753638	614572	6442	6
SRR5967909	303534	3003	1
SRR5967499	631476	3676	1
SRR5961013	902397	6039	8
SRR5960921	224817	4798	8
SRR5964869	2263	540	0
SRR5964993	9922	997	0
SRR7751161	2315	234	2
SRR5967730	934061	2823	1
SRR5968594	3753	752	2
SRR5968776	1381	367	2
SRR5965058	21688	1389	0
SRR5968011	4459	706	7
SRR5968940	125778	4024	4
SRR5969097	428738	4023	4
SRR5967725	646637	2682	1
SRR5967503	888791	4782	1
SRR7751254	2206	299	2
SRR5960899	134103	5064	11
SRR7753680	52649	3377	6
SRR5968948	175391	3721	4
SRR5964967	1379	421	0
SRR7753467	36155	2933	6
SRR5964949	19988	1489	0
SRR7751282	184740	1590	2
SRR7753517	88573	4306	6
SRR5968800	13158	1354	2
SRR7753711	136165	5657	6
SRR5967997	75746	2030	7
SRR7753502	128038	4181	6
SRR7751045	227940	3097	2
SRR5968845	79966	2214	2
SRR5961452	545408	3681	1
SRR5964722	1249	352	0
SRR5968992	340511	4559	4
SRR5968973	306224	5408	4
SRR5968410	15261	2548	5
SRR5969053	314787	4486	4
SRR7753529	7542	1892	6
SRR5968476	570669	5274	11
SRR5961031	664281	6616	8
SRR5968529	54551	2083	2
SRR5968598	10663	1021	2
SRR7753344	1282390	6863	6
SRR5968022	91079	1938	7
SRR5959169	39794	936	0
SRR5964945	18810	1371	0
SRR5968588	7636	917	2
SRR7753778	142654	5019	6
SRR5961356	557474	3748	1
SRR5964831	15049	1380	0
SRR5960924	387287	4972	8
SRR5968491	21951	1318	2
SRR5960981	85553	5255	11
SRR5969046	78470	3572	4
SRR5964720	605	260	0
SRR7751031	3303	301	2
SRR5968328	31729	1574	7
SRR5967676	918006	5177	1
SRR7753725	142895	4513	6
SRR5967579	794484	3137	1
SRR5961270	89258	3078	8
SRR5969040	451308	5498	4
SRR5968269	83187	3343	7
SRR5968965	414053	4392	4
SRR7753468	26478	3387	6
SRR5967508	426661	3375	1
SRR5968652	19113	1191	2
SRR5960909	323542	6359	11
SRR5959203	48438	1147	0
SRR7751188	2309	263	2
SRR7751292	2982	203	2
SRR5968015	15767	1404	7
SRR5968059	301711	2050	7
SRR5968638	37890	1975	2
SRR7753372	1028533	6155	6
SRR7753586	137486	4029	6
SRR5964897	861	315	0
SRR5968427	3553	1151	5
SRR5968621	735	253	2
SRR5968071	65610	1038	7
SRR5968411	24365	3137	5
SRR5964888	2604	567	0
SRR5964652	9916	1079	0
SRR5968256	272095	2942	7
SRR5968993	364410	4605	4
SRR5968266	509945	2254	7
SRR5967662	707388	2663	1
SRR5968587	94997	3100	2
SRR5968285	29255	1443	7
SRR5967813	566936	2378	1
SRR5968319	606183	3966	7
SRR5961263	984119	6139	8
SRR5960978	266719	5859	11
SRR7753657	112708	4964	6
SRR5965072	13796	1608	0
SRR7750987	9265	397	2
SRR5968453	21348	1807	2
SRR5968265	480401	3070	7
SRR5964681	2939	611	0
SRR7753405	113061	4108	6
SRR5960672	491175	5761	3
SRR5965075	8657	977	0
SRR5960938	679910	6725	8
SRR5968964	260639	3383	4
SRR5960858	439811	4977	8
SRR5967777	540647	3822	1
SRR5968568	4994	863	2
SRR5967942	632619	2477	1
SRR7753396	295789	6121	6
SRR5968664	2609	498	2
SRR5968526	4132	649	2
SRR7753531	173101	4590	6
SRR5960648	202296	5238	3
SRR7753716	14475	2509	6
SRR5968774	4396	1464	5
SRR5960861	264080	4578	8
SRR5968943	328560	4573	4
SRR5968924	517203	4206	4
SRR5968955	220746	4324	4
SRR7753800	102944	4458	6
SRR5968270	1579749	4226	7
SRR5964817	8750	1125	0
SRR7751123	5971	262	2
SRR5961150	93249	3070	8
SRR7753747	128890	1160	2
SRR5969047	352973	4493	4
SRR5964782	9615	1239	0
SRR5960891	341495	7617	11
SRR7753568	7424	262	2
SRR5968215	5895	543	7
SRR7751258	4451	448	2
SRR5961098	435734	5445	8
SRR7753765	28491	2941	6
SRR7751133	13337	483	2
SRR5967690	443442	3042	1
SRR5961223	909437	5859	8
SRR7753433	136521	4049	6
SRR7753437	1246	526	6
SRR5964636	170389	5119	11
SRR5961332	602290	3919	1
SRR5965120	5017	802	0
SRR7753640	7374	1569	6
SRR5967560	400358	3526	1
SRR5967567	896486	4772	1
SRR7751227	12048	320	2
SRR7750997	274166	2269	2
SRR5968421	94970	2175	2
SRR5967576	705880	2876	1
SRR5959247	90611	1235	0
SRR5968332	1309438	2544	7
SRR7751191	79843	789	2
SRR5968659	3266	670	2
SRR5964672	9027	1083	0
SRR5961088	207647	4560	8
SRR5967648	441571	3316	1
SRR5967650	497706	3943	1
SRR5968642	61424	4691	5
SRR7753408	40434	3107	6
SRR7753473	206423	4294	6
SRR5968227	1777505	4550	8
SRR7753540	21979	2791	6
SRR5969034	2389447	5087	4
SRR5961059	354193	5211	8
SRR5968099	4172	672	7
SRR5968271	30834	1254	7
SRR5968484	8526	1067	2
SRR5968779	2047	573	2
SRR5965065	3521	735	0
SRR7753415	28308	2715	6
SRR5967619	576909	2547	1
SRR5965033	15915	1367	0
SRR5961367	514364	3793	1
SRR7753487	20581	2352	6
SRR5959837	518084	6077	10
SRR5968577	13516	1135	2
SRR5967811	1297986	3545	1
SRR5965079	8204	825	0
SRR5968574	2626	622	2
SRR5961443	518563	3183	1
SRR5964798	4760	691	0
SRR5969058	1066545	4656	4
SRR5964677	9894	1193	0
SRR5967482	671392	2635	1
SRR5967717	785799	3278	1
SRR7753457	3403	1067	6
SRR5968687	2034	831	5
SRR5960796	655979	6107	8
SRR5968971	340633	4346	4
SRR5967645	1958801	7464	1
SRR5960699	117489	4490	3
SRR5961233	720452	6593	11
SRR5968274	236407	1976	7
SRR5961094	423428	6024	8
SRR5964787	4252	702	0
SRR7753445	115436	3921	6
SRR5967938	790590	4238	1
SRR7753464	144711	4680	6
SRR5960885	741577	5868	8
SRR5968247	408363	2883	7
SRR7753689	124354	4495	6
SRR7751064	4298	217	2
SRR5968323	43905	1378	7
SRR5967950	640015	2610	1
SRR5968282	107543	2691	7
SRR5969049	387491	4824	4
SRR5968492	110755	2566	2
SRR7753615	135471	4990	6
SRR5968683	16592	2651	5
SRR5968371	5590	1851	5
SRR5964807	15265	1417	0
SRR7753832	11780	2271	6
SRR5969087	1586280	5940	4
SRR5968535	27537	1480	2
SRR5964846	20191	1736	0
SRR5960999	900435	5428	8
SRR5968533	119926	2713	2
SRR5968935	607221	4780	4
SRR5961355	709615	4085	1
SRR5968370	9498	3022	5
SRR5960739	152305	5331	3
SRR5968641	16121	2565	5
SRR5969010	196761	4603	4
SRR5968495	144249	2429	2
SRR5960732	153775	4569	3
SRR5964842	15323	931	0
SRR5967586	866887	2553	1
SRR7751036	3140	253	0
SRR5968597	45753	1966	2
SRR5961345	595674	3852	1
SRR7753677	34238	3019	6
SRR5968651	1375	388	2
SRR5968275	37921	1918	7
SRR5968867	285233	4064	4
SRR5961167	610931	5769	8
SRR5967581	1363227	4210	1
SRR5968632	26194	1676	2
SRR5968758	35729	1788	2
SRR5967492	769826	2554	1
SRR7751094	5138	313	2
SRR5967787	769371	4469	1
SRR7753536	112406	4402	6
SRR5968885	739760	4048	4
SRR7751325	27731	548	2
SRR7751144	6809	300	2
SRR5968906	179824	3599	4
SRR5968725	38528	3910	5
SRR5967558	690096	4455	1
SRR7753735	1523	233	2
SRR5968571	8472	1131	2
SRR5965064	5225	832	0
SRR5967885	441973	3634	1
SRR5968744	18730	1366	2
SRR5960773	208611	4627	3
SRR5965057	9340	1009	0
SRR5968843	145224	2885	2
SRR5967916	743671	2549	1
SRR5964752	3413	663	0
SRR5969100	218784	4264	4
SRR5967981	962242	2639	7
SRR7751286	5258	303	2
SRR5967465	363680	3042	1
SRR5964880	7449	1021	0
SRR5965056	9150	1074	0
SRR7753519	107391	1260	2
SRR5964865	951	320	0
SRR5968327	110969	1972	7
SRR7753498	209815	4877	6
SRR5967615	710852	2561	1
SRR5960960	679899	5539	8
SRR5968316	123669	2342	7
SRR7751125	3609	245	2
SRR7753414	72141	3726	6
SRR5967477	200714	2537	1
SRR7753490	32451	2870	6
SRR5969011	1705664	5146	4
SRR5968292	95613	2434	7
SRR5968835	4587	926	2
SRR5960880	277488	5255	8
SRR5964979	9232	1096	0
SRR5961406	751153	4083	1
SRR7753684	16847	2359	6
SRR5968790	19821	1831	2
SRR5960684	174759	6111	3
SRR5967893	600067	2660	1
SRR5967471	1008397	5809	1
SRR5969029	314514	4717	4
SRR5967470	217905	2883	1
SRR5961076	135511	4261	11
SRR7753410	76492	3402	6
SRR5968704	27990	1539	2
SRR5968107	908835	3649	7
SRR5968852	28971	1778	2
SRR5968815	660	288	2
SRR7753712	660316	7053	6
SRR5968181	136838	3098	7
SRR5968677	22975	1637	2
SRR5968098	12375	1191	7
SRR5967483	997865	3380	1
SRR5964682	6885	944	0
SRR7753698	119805	3649	6
SRR7753808	1449764	7159	6
SRR7753790	226752	5018	6
SRR5968318	53109	1387	7
SRR5968909	501937	4684	4
SRR5968874	350080	4795	4
SRR7753482	5424	1138	6
SRR7753825	21381	2595	6
SRR7753366	541387	7000	6
SRR5967682	1526666	6730	1
SRR5967607	503087	3818	1
SRR5969066	382081	4578	4
SRR7751283	110719	1137	2
SRR5960478	177235	5120	3
SRR5967487	1104872	3451	1
SRR5968655	689	228	2
SRR7753738	91338	4430	6
SRR5964733	1117	318	0
SRR5967928	685215	4871	1
SRR5968605	167102	4921	5
SRR5968474	20268	2948	5
SRR5960974	140252	4184	11
SRR5964833	12518	1172	0
SRR5968937	221802	3943	4
SRR7753634	201778	4923	6
SRR7753533	120987	3790	6
SRR5968889	1748959	4896	4
SRR5968116	551867	5414	7
SRR5968224	1633934	3079	7
SRR7753488	4774	1100	6
SRR5964892	780	279	0
SRR7753431	7707	1570	6
SRR5968868	1030246	5863	4
SRR7751238	12599	494	2
SRR5965086	14680	1472	0
SRR7753351	336301	5068	6
SRR5961187	172870	4310	8
SRR7753709	751892	6243	6
SRR5961342	625602	4551	1
SRR5968218	1707	324	7
SRR7753598	36390	3522	6
SRR5968884	543431	4232	4
SRR5965107	12560	1156	0
SRR5968836	7389	1037	2
SRR5968487	6769	891	2
SRR5964819	6461	849	0
SRR7751135	37281	544	2
SRR7753785	226370	4870	6
SRR5968446	136251	2733	2
SRR5968445	66036	2205	2
SRR5968162	518756	2616	7
SRR7753556	26030	2152	6
SRR7751131	68000	864	2
SRR5964837	17070	1463	0
SRR5961289	807849	6086	8
SRR7753416	28303	2629	6
SRR5968698	63718	2009	2
SRR5968220	24876	1459	7
SRR5968609	20813	2618	5
SRR7753667	44515	3133	6
SRR5968710	104443	3040	2
SRR5964648	8111	889	0
SRR5967610	642304	2617	1
SRR5968394	80346	4551	5
SRR5968160	254277	2927	7
SRR5968628	48170	2072	2
SRR7753530	7172	1402	6
SRR5967674	691620	4891	1
SRR7750996	31401	753	2
SRR5968989	368118	4611	4
SRR5967868	663286	2631	1
SRR7753768	7736	1563	6
SRR5968308	548737	2891	7
SRR5960777	130122	4154	3
SRR5968483	10744	1165	2
SRR5967947	1297391	3293	1
SRR5968544	249766	3824	2
SRR5968784	51545	2052	2
SRR5965137	17285	1486	0
SRR7753637	408223	6002	6
SRR7753772	122149	4277	6
SRR5968468	8413	1137	2
SRR5964832	17607	1470	0
SRR5965013	1811	480	0
SRR5961183	183283	4167	8
SRR7753613	9793	1775	6
SRR5968767	1782	514	2
SRR7753799	118714	3766	6
SRR5968108	1138682	4816	7
SRR7751018	104075	1252	2
SRR5961011	490058	4865	8
SRR5968656	145644	3471	2
SRR5960954	285044	5564	8
SRR5965004	12605	1481	0
SRR5960929	891295	5925	8
SRR5968399	1583	405	2
SRR5967611	930268	3028	1
SRR7753370	266491	4930	6
SRR5967851	498449	2435	1
SRR7753621	59257	3601	6
SRR5968748	1374	399	2
SRR5968129	106287	1538	7
SRR5968760	28029	1976	2
SRR5961035	578569	6326	8
SRR5968418	1373	403	2
SRR5961323	587682	3939	1
SRR7753672	880072	4679	6
SRR5968249	35738	2075	7
SRR5961271	832978	6148	8
SRR5967594	1045191	5340	1
SRR5967766	481421	2651	1
SRR5960799	888592	5416	8
SRR7751124	6009	321	2
SRR5968701	34919	1704	2
SRR7751159	7502	307	2
SRR5968288	45334	1142	7
SRR7753474	85054	3609	6
SRR5961344	503431	3444	1
SRR7753683	494725	5768	6
SRR7751169	130230	1007	2
SRR7751211	111124	1117	2
SRR5960810	376274	5650	8
SRR7751166	80234	1205	2
SRR5967786	848746	5081	1
SRR7753378	1407817	7017	6
SRR5961030	712892	5988	8
SRR5968555	56221	2089	2
SRR5968714	14543	1255	2
SRR5969021	444830	4193	4
SRR5968436	4485	800	2
SRR5968699	117452	2752	2
SRR5968163	32632	1290	7
SRR5969017	913126	4509	4
SRR7753576	2622	222	2
SRR7751340	11833	459	2
SRR5964765	8418	864	0
SRR5965061	15633	1535	0
SRR5968786	52835	2360	2
SRR5968287	233418	2173	7
SRR5964858	7176	944	0
SRR5961293	1083607	6183	8
SRR5968963	251967	3723	4
SRR7751269	4938	321	2
SRR5968177	37523	1248	7
SRR5968336	95530	2273	7
SRR5968922	353293	4776	4
SRR5968019	71785	1898	7
SRR7753771	58423	3508	6
SRR5964981	2744	692	0
SRR5968504	1778	492	2
SRR5968038	22890	1813	7
SRR5967858	561120	3862	1
SRR5967778	453988	3181	1
SRR5968837	20022	3206	5
SRR5968238	261686	3134	7
SRR5969071	371819	5429	4
SRR5968850	23137	1694	2
SRR5961176	419981	6684	11
SRR5967862	587798	3741	1
SRR5968717	57306	2034	2
SRR5968579	43801	2030	2
SRR5964872	585	241	0
SRR5965030	18428	1721	0
SRR7751016	16714	485	2
SRR5964663	14061	1211	0
SRR5965098	3554	594	0
SRR5968549	158847	2704	2
SRR5961014	734942	5399	8
SRR5968032	68206	3027	7
SRR5968130	729533	3745	7
SRR5968967	148109	4871	4
SRR7753342	2542810	7607	6
